School,Course Number,Course Name,Only Available Within Option/Specialization,Atypical Elective,Course Description,ED Match Count,ED Keywords Matched,AI Match Count,AI Keywords Matched,EDxAI Match Count,EDxAI Keywords Matched
UManitoba,MECH 4360,Topics in Engineering Materials 2, , ,(Lab required) This course will cover contemporary topics in engineering materials. The specific topics and a detailed outline will be available prior to the start of registration period for the session in which the course will be offered.,1,material,0,,0,
UManitoba,MECH 4870,Fracture and Failure of Engineering Materials, , ,"(Lab required) Criteria for crack initiation and propagation leading to structural failure. Fracture mechanics and fracture toughness phenomena. Effects of structure geometry, loading rate, environment, temperature, composition and microstructure on material integrity.",1,material,0,,0,
UManitoba,MECH 4510,Fundamentals of Finite Element Analysis, , ,"(Lab required) Fundamentals of the Finite Element Method, basic components in a Finite Element procedure, application of FEM to solve engineering problems and use of commercial software.",2,"component, finite element method",0,,0,
UManitoba,MECH 4532,Advanced Strength of Materials, , ,"(Lab required) Stress and strain in three dimensions; thick walled cylinders, beams of elastic foundations, unsymmetrical bending and sheet-stringer construction, curved beams. Additional topics such as the analysis of fibre-composite material, techniques in experimental stress analysis and studies in metallics fatigue may be presented. May not be held for credit with MECH 4530.",1,material,0,,0,
UManitoba,MECH 4672,Advanced Mechanism Design, , ,"(Lab required) Graphical, analytical and computer techniques for the analysis and design of mechanisms to produce a desired set of motion characteristics; design of linkages, double lever, slider and dwell mechanism; cognate linkages. Kinetic synthesis tasks function generation, path generation and motion generation. May not be held for credit with MECH 4670.",1,function,0,,0,
UManitoba,MECH 4692,Renewable Energy, , ,"(Lab required) Introduction to renewable energy systems, current and future global energy issues and the need for renewable energy applications, and distributed renewable energy generation. Renewable energy systems that will be considered are; solar heat, solar PV, biomass heat and power, hydro power, and wind power. Students will develop simple numerical models of renewable energy systems. Prerequisites MECH 2202 (formerly MECH 2200) and MECH 2262 (formerly MECH 2260). Pre- or Co requisite; MECH 3460 (formerly MECH 3470).",1,model,0,,0,
UManitoba,MECH 4702,Design of Thermal Systems, , ,"(Lab required) Modeling of thermal systems; system simulation; design applications of optimization methods: Lagrange multipliers, search methods, and dynamic geometric and linear programming. May not be held for credit with MECH 4700.",0,,1,optimization,0,
UManitoba,MECH 3550,Robotics and Computer Numerical Control, , ,(Lab required) This course builds up a foundation in the area of Computer Aided Manufacturing (CAM) such as computer numerically controlled machine tools and robotics. Intense hands on experience is provided in the laboratory sessions on part programming using Computer Aided Design (CAD) packages and robots to demonstrate application in the area of CAM. Several case studies and manufacturing applications will be discussed.,2,"cad, computer aided design",0,,0,
UManitoba,MECH 3562,Introduction to Optimization, , ,(Lab required) The objective of this course is to develop the ability to formulate and analyze problems that will be encountered in a manufacturing system. The skills acquired will allow the students to approach problems from an optimization perspective. The students will be provided experience in related software packages. May not be held for credit with the former MECH 3560.,0,,1,optimization,0,
UManitoba,MECH 3592,Simulation Modeling and Facility Planning, , ,"(Lab required) The objective of this course is to introduce simulation for manufacturing operations and the concepts of facilities location and layout. The students will learn how to program WITNESS, a simulation language, and through simulation, explore the effects of facility planning; resource availability e.g. machines and quality related problems on manufacturing productivity and timing. May not be held with MECH 3590.",2,"concept, quality",0,,0,
UManitoba,MECH 4832,Biomaterials in Biomedical Engineering, , ,"(Lab required) Biomechanics and design of hard biomaterials and soft biomaterials and their applications in orthopedics, cardiovascular and neural systems. Course includes fundamental biological concepts, materials science fundamentals and medical/clinical concerns.",2,"concept, material",0,,0,
UManitoba,MECH 4900,Mechatronics System Design, , ,"(Lab required) The course covers topics in the analysis of control systems and components with the goal to provide students with tools and an understanding of issues related to integrating mechanical, electronic and software components towards building mechatronic devices. Hands-on-experience is provided in the laboratory sessions on simulation and actual computer control of various devices. Problems considered would include application to fluid power systems, systems integration and validation. The focus is placed on learning to work with real hardware.",1,component,0,,0,
UManitoba,CHEM 1100,Introductory Chemistry 1: Atomic and Molecular Structure and Energetics, , ,"This course provides a basic understanding of the fundamentals of chemistry. By the end of this course, students will understand the periodic table, energy in chemistry, atomic and molecular structures, and the concept of chemical reactivity. May not be held with the former CHEM 1300 or CHEM 1301.",1,concept,0,,0,
UManitoba,COMP 1012,Computer Programming for Scientists and Engineers, , ,"(Lab Required) An introduction to computer programming suitable for solving problems in science and engineering. Students will implement algorithms for numerical processing, statistical analysis and matrix operations. Not to be held with COMP 1010, COMP 1011 or COMP 1013.",0,,1,algorithm,0,
UManitoba,ENG 1430,Design in Engineering, , ,"The creative process; the design process; working in a team. The engineering profession from the perspective of students and professionals. Academic, legal and ethical considerations.",1,design process,0,,0,
UManitoba,MATH 1210,Techniques of Classical and Linear Algebra, , ,"(Lab Required) To introduce a variety of practical algebraic concepts and skills necessary for the study of calculus and advanced engineering mathematics. The emphasis of this course is in the development of methodology and algebraic skill necessary for successful completion of subsequent engineering mathematics courses. This course is intended for Engineering and Geophysics students only. May not be held with MATH 1200, MATH 1201, MATH 1211, MATH 1220, MATH 1300, MATH 1301, or MATH 1310.",1,concept,0,,0,
UManitoba,MATH 1510,Applied Calculus 1, , ,"(Lab Required) Functions and graphs; limits and continuity; differentiation of functions defined explicitly, implicitly and parametrically; applications of derivatives to velocity and acceleration, related rates, maxima and minima; differentials, indefinite and definite integrals, application of integration to area. Physical applications in this course make it especially suitable for students intending to take programs in engineering. May not be held with MATH 1230, MATH 1500, MATH 1501, MATH 1520, the former MATH 1530, the former MATH 1680, or MATH 1690.",1,function,0,,0,
UManitoba,MATH 1710,Applied Calculus 2, , ,"(Lab Required) Applications of integration to volumes, centres of mass, moments of inertia, work and fluid pressure; differentiation of trigonometric, inverse trigonometric, exponential, and logarithmic functions; techniques of integration; polar coordinates. Physical applications in this course make it especially suitable for students intending to take programs in engineering. May not be held with MATH 1232, MATH 1690, MATH 1700, MATH 1701.",1,function,0,,0,
UManitoba,PHYS 1050,Physics 1: Mechanics, , ,"(Lab required) It's rocket science! Mechanics is the science of describing (Kinematics) and explaining (Dynamics) motion. The basic concepts of calculus together with laws of conservation of momentum and energy are used to develop the tools required to describe, analyze and predict the outcomes of linear and rotational motion in simple mechanical systems. A brief introduction to the Einstein theory of special relativity provides a taste of modern approaches to this subject. This course develops a strong scientific foundation for students considering a program of study in engineering or the physical sciences. May not be held with PHYS 1020, PHYS 1021, PHYS 1051, the former PHYS 1410, or the former PHYS 1420.",1,concept,0,,0,
UNewBrunswick,CHE2501,General Materials Science, , ,"Principles relating the properties and behaviour of engineering materials to their structure; atomic bonding forces and strength of interatomic and intermolecular bonding forces, atomic arrangements in solids, structural imperfections and atom movements in solids; principles of phase diagrams and their application to multiphase materials, with particular reference to the iron-carbon system; mechanical and electrical properties of engineering material; semiconductors, polymers and ceramics; and their relation to internal structure.",1,material,0,,0,
UNewBrunswick,CHE2506,Materials Science Laboratory, , ,Laboratory experiments are conducted to illustrate behaviour of materials and other concepts covered in CHE 2501.,2,"concept, material",0,,0,
UNewBrunswick,CHEM1982,General Applied Chemistry, , ,"Intended primarily for non-science majors. Building on examples from environmental chemistry, polymers, fuel cells and corrosion, this course covers chemical material properties, solutions & solubility, kinetics & equilibrium, acids & bases, thermodynamics and electrochemistry. NOTE: Credit can be obtained for only one of CHEM 1012 or CHEM 1982.",1,material,0,,0,
UNewBrunswick,CS1003,Programming and Problem Solving for Engineers, , ,"Introduction to the use of digital computers for problem solving and communicating solutions. Covers use of procedures, decisions, loops and arrays focusing on scientific and engineering problem analysis, algorithm design, and program structure. Also includes organizing, tabulating, and graphing program output with different software tools to communicate results. This course is currently taught primarily in Python. NOTE: This course is not intended for BCS or BScSwE students.",0,,2,"algorithm, python",0,
UNewBrunswick,CS3113,Introduction to Numerical Methods, , ,"Intended for Computer Science and Engineering students. Error analysis, convergence and stability. Approximation of functions by polynomials. Numerical quadrature and differentiation. The solution of linear and non-linear equations and the solution of ordinary differential equations. This course will emphasize the understanding of numerical algorithms and stress applications in the applied sciences, as well as the influence of finite precision and arithmetic on computational results. Credit will be given for only one of CS 3113 or MATH 3413 or ECE 2412.",1,function,1,algorithm,0,
UNewBrunswick,MATH3413,Introduction to Numerical Methods, , ,"Intended for Mathematics, Science or Engineering students. Error analysis, convergence and stability. Approximation of functions by polynomials. Numerical quadrature and differentiation. The solution of linear and nonlinear equations and the solution of ordinary differential equations. This course will emphasize the understanding of numerical algorithms and stress applications in the applied sciences, as well as the influence of finite precision and arithmetic on computational results. Credit will not be given for both MATH 3413 and CS 3113.",1,function,1,algorithm,0,
UNewBrunswick,ECE1813,Electricity and Magnetism, , ,"An introduction to the fundamentals of electricity and magnetism and applications. Covers concepts of charge, electric fields, voltage, current, power, energy, magnetic fields and the link between electricity and magnetism for the creation of machines. Includes resistors, resistance, Ohm's law, Kirchoff's voltage and current laws, some electrical properties of materials. Electric sources, simple series, parallel, and series-parallel DC circuits and mesh analysis are examined. Energy conversion and simple electric machines are examined. The behaviour and use of common sensors and transducers are discussed.",2,"concept, material",0,,0,
UNewBrunswick,ENGG1001,Engineering Practice Lecture Series, , ,A guest lecture series intended to introduce students to the engineering profession. Speakers from various engineering disciplines and job functions share their career experiences and discuss exciting engineering projects underway in the region.,1,function,0,,0,
UNewBrunswick,ENGG1003,Engineering Technical Communications, , ,"Oral, written and visual communication skills are developed as important tools used by engineers. Technical writing style is taught through the preparation of reports and summaries, and oral communication skills are improved through public speaking and the preparation of formal presentations. Computer-aided design is introduced and used to enhance visualization skills. The importance of information literacy is stressed. Various types of engineering drawings are presented and engineering unit conversions are practiced.",3,"computer aided design, drawing, technical communication",0,,0,
UNewBrunswick,ENGG1015,Introduction to Engineering Design and Problem Solving, , ,"This course introduces engineering design methodology and develops basic problem solving techniques. Under the supervision of senior students and with the guidance of industry engineers, students work both individually and in teams on real engineering design projects for the local community in a simulated engineering consulting environment. Project planning, team- building, leadership and responsible care are discussed. Laboratories are used to demonstrate problem solving techniques for analytical and open-ended problems, and life-long learning is emphasized by having students integrate co-requisite and researched material into a structured design process. Restricted to students with fewer than 60 ch of program credit upon first admission to the Faculty of Engineering or with permission of the instructor.",4,"design process, design project, engineering design, material",0,,0,
UNewBrunswick,ENGG1082,Mechanics for Engineers, , ,"Introduction to the fundamental concepts of vector analysis, and its application to the analysis of particles and rigid bodies. The static analysis of particles and rigid bodies, including practical applications such as the analysis of trusses, frames and machines. The static analysis of structural systems including the analysis of internal forces and bending moments in beams. The analysis of kinematics of particle motion along straight and curved paths. The analysis of kinetic motion for particles based on force and acceleration, and work and energy. The course topics focus on visualizing concepts in mechanics, and developing problem solving strategies.",1,concept,0,,0,
UNewBrunswick,ENGG4013,Law and Ethics for Engineers, , ,"General introduction to the legal and ethical aspects of engineering practice. Social responsibilities of engineers, the engineering act and code of ethics, occupational health and safety, sustainable development, environmental stewardship, employment equity, legal duties and liabilities of the professional engineer, contracts, the tort of negligence, labour law, intellectual and industrial property, conflict resolution. Restricted to students with at least 100 ch in the engineering program. Limited enrolment; priority given to students in their final year of engineering.",1,sustainable development,0,,0,
UNewBrunswick,MATH1003,Introduction to Calculus I, , ,"Functions and graphs, limits, derivatives of polynomial, log, exponential and trigonometric functions. Curve sketching and extrema of functions. NOTE: Credit may be obtained for only one of MATH 1003, MATH 1053, MATH 1823 or MATH 1843. NOTE: Part-time students will be charged a course fee for the MATH 1003 credit.",1,function,0,,0,
UNewBrunswick,MATH1503,Introduction to Linear Algebra, , ,"Lines and planes, the geometry and algebra of vectors, systems of linear equations, matrix algebra, linear independence, linear transformations, determinants, complex numbers, eigenvectors, diagonalization, rotation matrices, quadratic forms, least squares.",0,,1,independence,0,
UNewBrunswick,MATH2213,Linear Algebra I, , ,"This course introduces the basic concepts of linear algebra, mainly in finite dimensional real vector spaces.  Systems of linear equations, vector and matrix algebra, bases and dimension of subspaces, row and column spaces, linear transformations and matrix representations, inner products, determinants, eigenvectors and diagonalization.  Applications as time permits.",2,"concept, product",0,,0,
UNewBrunswick,MATH2513,Multivariable Calculus for Engineers	, , ,"Functions of several variables, partial derivatives, multiple integrals, vector functions, Green's and Stokes' Theorems.",1,function,0,,0,
UNewBrunswick,ME1312,Computer Aided Design, , ,"Introduces the technology of 3D parametric geometric modeling to design and model mechanical engineering parts, assemblies and devices. Geometric variables and their interrelationships will be covered by projects involving the design of mechanical components, assemblies and machines to meet functional requirements. Manufacturing requirements including Geometric Dimensioning and Tolerancing. The use of the model for analysis, optimization and simulation will be stressed. Presentation of the model through engineering drawings and pictorial renderings. Animation of mechanisms. A comprehensive commercial CAD program will be utilized.",7,"assembly, cad, component, computer aided design, drawing, model, rendering",1,optimization,0,
UNewBrunswick,ME2111,Mechanics of Materials I, , ,"Basic concepts, uniaxial stress and strain, Hooke’s law, torsion, pure bending, bending design, shear flow, transverse loads, stress and strain transformation, Mohr’s circle, strain measurement, yield criteria.",2,"concept, material",0,,0,
UNewBrunswick,CE2023,Mechanics of Materials , , ,"Elastic and plastic stress, strain; behaviour of beams and columns; torsion; material strength.",1,material,0,,0,
UNewBrunswick,ME2122,Mechanics of Materials II, , ,"Fatigue, thin-wall pressure vessels, strength and deflection of beams, buckling of columns, instability, indeterminate beams, energy methods, Castigliano’s theorem.",1,material,0,,0,
UNewBrunswick,ME2125,Mechanics of Materials Design Project, , ,Analysis of the strength of a mechanical device. Shapes and materials will be modified to meet deflection and stress limits. Written reports will document choices made and assessment of design. Group oral reports.,2,"design project, material",0,,0,
UNewBrunswick,ME2143,Kinematics and Dynamics of Machines, , ,"Fundamental concepts of linkages; displacement, velocity and acceleration analysis using graphical and analytical methods. Static and dynamic force analysis of linkages. Design of cams, gears and gear trains; including ordinary and planetary gear trains. Balancing rotating masses. Simple gyroscopic effects.",1,concept,0,,0,
UNewBrunswick,ME2145,Kinematics and Dynamics Design Project, , ,"Student groups to design and build working model of planar linkage mechanism, based on a mechanical application. Cooperation and project management skills. Written reports to document choices made; evaluation of working model performance; and position, velocity, acceleration and force analyses. Group oral reports.",2,"design project, model",0,,0,
UNewBrunswick,ME2352,Design Optimization, , ,"Optimization of any design is essential either to remain competitive or to improve product efficiency and quality. Several optimization methods are presented through a variety of mechanical design and industrial engineering problems. Topics include: single and multi-variable unconstrained optimization, linear programming, transportation, assignment and network problems. Other topics such as constrained and global optimization are introduced.",3,"design optimization, product, quality",1,optimization,0,
UNewBrunswick,ME3222,Manufacturing Engineering I, , ,"Introduction to manufacturing processes; design criteria for material and process selections. Fundamentals of mechanical behaviour of materials, particularly the yield behaviour under triaxal stresses. Crystal structures; failure modes and the effect of various factors; manufacturing properties of metals. Surface structures and properties; service texture and roughness; friction, wear, and basic lubrication surface treatment design. Metal casting processes and equipment; casting design; heat treatment design. The laboratory exercises are: heat treatment, precipitation stregthening, Jominy centrifugal testing casting and impact toughness test.",1,material,0,,0,
UNewBrunswick,ME3232,Engineering Economics, , ,"Application of engineering economic analysis to mechanical and industrial engineering systems. Major emphasis will be given to decision-making based on the comparison of worth of alternative courses of action with respect to their costs. Topics include: discounted cash flow mechanics, economic analyses, management of money, economic decisions. Restricted to students with at least 60 ch.",2,"cost, engineering economics",0,,0,
UNewBrunswick,CE3963,Engineering Economy, , ,"Basic methods of engineering economy including time value of money, compound interest models, interest and discount rates, and depreciation; critical path methods. Emphasis is placed on commonly used computational procedures. Restricted to students with at least 60 ch completed.",1,model,0,,0,
UNewBrunswick,ME3341,Machine Design, , ,"Review of design process. Safety, environmental and sustainability issues of machine design. Design of shafts, power screws, threaded fasteners. Tolerances and fits. Contact stresses. Lubrication, journal bearings and rolling element bearings. Gearing design: spur, helical, bevel and worm gearing. Critical speeds of rotating systems. Couplings, seals.",2,"design process, design review",0,,0,
UNewBrunswick,ME3345,Machine Design Project , , ,"Applies many topics of first 2 years in mechanical engineering. Practical aspects of detailed machine design project in team environment. Student groups to design, build and test a mechanical device for a client. Written reports will document choices made and assessment of design. Group oral reports.",2,"client, design project",0,,0,
UNewBrunswick,ME3524,Fluid Systems and Design, , ,"Students work in groups on design projects that apply fluid mechanics. Examples include: pump and turbine selection; piping for conveyance of gases and liquids; gas and steam nozzles; lift and drag on air and water craft, land vehicles and projectiles; fluid forces on solid structures.",1,design project,0,,0,
UNewBrunswick,ME3613,System Dynamics, , ,"System concepts. Development and analysis of differential equation models for mechanical, electrical, thermal, and fluid systems, including some sensors. Systems are primarily analyzed using Laplace transforms and computer simulation methods. Analysis concepts cover first, second, and higher order differential equations, transient characteristics, transfer functions, stability, dominance, and frequency response. Properties of systems: time constant, natural and damped frequency, damping ratio.",4,"concept, concept development, function, model",0,,0,
UNewBrunswick,ME3623,Automatic Controls I, , ,"Philosophy of automatic control; open loop, sensitivity, components of a control loop; closed loop control, error analysis. Design of P, I, PI, and PID-controllers based on closed-loop specifications. Stability criteria: Routh-Hurwitz. Lead/lag controller design using Root Locus and Bode diagrams. Sensor frequency response to classical inputs. Application of electronics and sensors to control systems based on frequency response. Basic digital analysis including digitization, sampling, aliasing, A/D and D/A devices, and phase loss due to time delays.",2,"component, specification",0,,0,
UNewBrunswick,ME4283,Manufacturing Engineering II, , ,"Principles and physical phenomena of the basic manufacturing processes. A review of the attributes of manufactured products will precede lectures on forging, sheet metal working, machining and joining. Material behaviour during manufacturing. Processing of polymers, particulate metals and ceramics is presented. Design of manufacturing systems and the design of components based on criteria and constraints of manufacturing systems and equipment is included in each topic area of the course. A combination of lectures and experimental labs round out the course content.",4,"component, constraint, material, product",0,,0,
UNewBrunswick,ME4421,Applied Thermodynamics, , ,"Air standard cycles: Open and closed gas turbine cycles with reheat, regenerative heat exchange and pressure drop. Steam power plants: analysis of vapor power systems, Rankine cycle, reheat and regenerative cycles; binary and nuclear plant cycles, power plant performance parameters, exergy accounting of a vapor power plant. Basic analysis of combined cycle power plants. Refrigeration systems. Properties of gas and vapor mixtures, psychometric principles, air-conditioning processes. Combustion: fuels, chemical equations, experimental analysis and the products of combustion.",2,"product, standard",0,,0,
UNewBrunswick,ME4424,Sustainable Energy Systems Design, , ,"Project oriented course dealing with the design of energy systems that meet regional and global energy needs in the 21st century in a sustainable manner. A combination of conventional and renewable energy technologies will be presented, including topics on resources, extraction, conversion, and end-use. The impact of engineering design on the environment, society, and sustainable development is discussed. Projects will focus on the improved design of both conventional and renewable energy systems with the aim of improving overall efficiency while minimizing the environmental and social impact.",3,"design project, engineering design, sustainable development",0,,0,
UNewBrunswick,ME4860,Senior Design Project, , ,"A mechanical engineering design is developed and documented in the form of a technical report. Students normally work in approved teams. Industrial projects are developed in cooperation with industry and may require some period of time on site. University-based projects are developed in cooperation with university faculty. The first stage of this process involves definition of the project topic, background studies, and development of a conceptual design. An oral examination is conducted towards the end of the first term, and a written preliminary report is submitted. In the second term, a detailed design is prepared, the project is completed and orally examined, and a final report is submitted. One of the laboratory weekly hours is designated for a scheduled meeting with project advisor(s). Workshops involve practice exercises, relevant to student projects, on: problem definition and formulation, project planning, teamwork, information and communication; conceptual, parametric and configuration designs; and professional, environmental, social, human factors, and safety aspects of design.",5,"conceptual design, design project, detailed design, engineering design, problem definition",0,,0,
UNewBrunswick,ENGG4000,Senior Design Project , , ,"Full-year design course (fall and winter of same academic year) which may be taken by senior students in any engineering program. Working preferably in multidisciplinary teams of three to five individuals, students design a structure, system, process or new product. Many of the projects are sponsored by outside clients. Proposed solutions involve the use of modern engineering tools and design methods, and must meet a broad range of constraints including health and safety, sustainable development and environmental stewardship. Deliverables include progress reports and presentations, a final report with appropriate engineering drawings, and if applicable, a prototype. Weekly lectures cover topics relevant to the design projects and include presentations by guest speakers. The weekly tutorial hours are designated for scheduled meetings with project co-mentors.",9,"client, constraint, design method, design project, drawing, new product, product, prototype, sustainable development",0,,0,
UNewBrunswick,TME4025,Product Design and Development, , ,"Full-year Product Design and Development course (fall and winter of same academic year) which may be taken in place of the final-year design course in most engineering program. The cornerstone is a project in which teams of 4 or 5 students conceive, design and prototype a product. The proposed solution would use modern tools and methods for product design and development, and should meet a broad range of constraints including health and safety, sustainable development and environmental stewardship. Weekly class sessions are conducted in lecture or workshop mode and employ cases and hands-on exercises to reinforce the key ideas. Topics include identifying customer needs, concept generation, product architecture, industrial design, and design-for-manufacturing.",11,"concept, concept generation, constraint, customer need, customer, design for manufacturing, industrial design, product, product architecture, prototype, sustainable development",0,,0,
UNewBrunswick,STAT2593,Probability and Statistics for Engineers, , ,"Probability spaces: combinatorial probability; conditional probability and independence. Random variables: discrete distributions; continuous distributions; expectation, variance, and covariance; linear combinations. Statistics: descriptive and graphical statistics; sampling distributions. Inference: point estimation; confidence intervals; hypothesis tests; paired data designs; two sample inference.",0,,5,"conditional probability, covariance, independence, random variable, variance",0,
UNewBrunswick,ME4173*,Robot Kinematics, , ,Structure and specification of robotic manipulators. Homogeneous transformations and link descriptions. Manipulator forward and inverse displacement solutions. Jacobians in the velocity and static force domains. Singular configurations and workspace analysis. An introduction to trajectory planning and manipulator dynamics. Lab experiments explore several robotic manipulators.,1,specification,0,,0,
UNewBrunswick,ME4622*,Human Factors Engineering , , ,"An interdisciplinary study of the interaction of humans and their workspace. Physiological principles of work and energy. Anthropometry. Biomechanics. The ergonomics of workspace and job design. Fatigue. Work/rest schedules and nutrition. The physiological and psychological effects of human noise, vibration, lighting, vision, and the workspace environment. Lab periods include seminars and practical design exercise applying human factors and ergonomic theory to workspace problems.",1,ergonomics,0,,0,
UNewBrunswick,ME5122*,Solid State Phenomena, , ,"Covers the fundamental aspects of crystallographic structure and their effects on the physical and mechanical properties of solids wiith emphasis on metallic materials with engineering applications. The importance of selecting alloying elements will be explored to optimize various properties such as but not limited to strength, ductility, fatigue, creep, corrosion, electrical, and magnetic. Construction and analysis of binary and ternary phase diagrams, which are critical in alloy design, complemented with computational thermodynamics will be covered. At the end of the course, the students are expected to understand the design and processing of commercial alloys.",1,material,0,,0,
UNewBrunswick,ME5183*,Industrial Robotics and Automation, , ,"Brief introduction to robot kinematics including forward and inverse displacement and velocity solutions. An introduction to trajectory planning. Description of common uses of robotics in the manufacturing industry. Description and differences between soft and hard automation particularly in material handling systems. Fundamentals of sensors, actuators and controllers. Examples of automated machinery conveyor systems, feeder systems and packaging systems. Lab introduces different components of a flexible manufacturing systems. Graduate students enrolling in this course must submit an additional project in order to receive credit for this course.",2,"component, material",0,,0,
UNewBrunswick,ME5223*,Finite Element Analysis, , ,"Introduction to the basic concepts of finite element analysis (FEA) including domain discretization, element types, system matrix assembly, and numerical solution techniques. Application of FEA to solve static, dynamic and harmonic problems of linearly elastic solid bodies and heat transfer will be covered in detail. Graduate students enrolling in this course must submit an additional project in order to receive credit for this course.",2,"assembly, concept",0,,0,
UNewBrunswick,ME5243*,Machining Theory and Practice, , ,"The fundamentals of metal cutting theory will be examined with particular emphasis on understanding cutting forces, stresses, strains, strain rates, and temperatures during the cutting process. Tribological issues, tool wear, and tool life will also be presented. Tools typically available to the manufacturing engineer such as Computer-Aided Design (CAD), Computer Aided Manufacturing (CAM), and Computer Numerical Control (CNC) Programming will compromise a significant portion of the course. Using the machine shop in the Mechanical Engineering Department, students will extend classroom concepts to practical scenarios and situations on the machine shop floor.",3,"cad, computer aided design, concept",0,,0,
UNewBrunswick,ME5283*,Micro/Nano Manufacturing, , ,"Review of principles and practices of micro/nano fabrication technologies with research and industrial perspectives.  Introduction to micro/nano fabrication and its applications in MEMS/NEMS, renewable energy and biomaterials; materials selection; silicon processing; lithography process; thin film fabrication; advanced lithography process; characterization and micro/nano measurement techniques; atomic force microscopy and its applications.",2,"material selection, material",0,,0,
UNewBrunswick,ME5503*,Application of Computational Fluid Dynamics to Industrial Processes , , ,"General CFD topics such as grid topologies, discretization methods and errors, pressure-velocity coupling, solution methods for non-linear equations, and popular solution schemes such as the SIMPLE based methods. Introduction of extensions to core CFD techniques for a wide range of industrial applications, including turbulence models, multiphase flow models for problems in cavitation, boiling/condensation, and solidification/melting. Role of properties in CFD models, as related to non-Newtonian fluids, real and ideal properties for compressible flows, and combustion applications.",1,model,0,,0,
UNewBrunswick,ME5553*,Ocean Wave Energy Conversion, , ,"Introduction to the fundamental concepts of ocean wave energy conversion. Topics include: ocean wave mechanics, the wave energy resource, basic wave energy conversion techniques, analytical and experimental modelling of wave energy converter, power take-off systems, and environmental impact assessment.",2,"concept, environmental impact",0,,0,
UNewBrunswick,ME5653*,Predictive Control and Intelligent Sensors, , ,"Study on the design and practical implementation of model predictive controllers and intelligent sensors for industrial type processes. Topics to be studied include sensor selection and instrumentation, signal processing and conditioning, process modelling and identification, computer interfacing, predictive control, optimization techniques, algorithm design and intelligent sensor modelling. The course is project oriented and includes the use of Matlab and LabWindows CVI software.",1,model,2,"algorithm, optimization",0,
UNewBrunswick,ME5813*,Special Topics in Mechanical Engineering, , ,Provides selected students an opportunity to either study concepts of a newly developed course or complete an independent project in association with an undergraduate course within the department. Permission of the instructor of the associated course is required.,1,concept,1,association,0,
UNewBrunswick,ME5833*,Special Topics in Mechanical Engineering, , ,Provides selected students an opportunity to either study concepts of a newly developed course or complete an independent or group-based course of study within the department. Permission of the instructor of an associated course is required.,1,concept,0,,0,
UNewBrunswick,ME5933*,Industrial Ecology and Sustainable Engineering , , ,The goal is to develop awareness and knowledge on forward-looking thinking of interaction of technology with human induced transformation of materials and energy from the perspectives of environment and sustainability. Topics include: humanity and technology; concept of sustainability; key questions of industrial ecology and sustainable engineering; status of resources; technology and risk assessment; introduction to life cycle assessment (LCA); LCA impact assessment and interpretation; streamlining the LCA process.,5,"concept, lca, life cycle, life cycle assessment, material",0,,0,
UNewBrunswick,ME5953*,Embedded Flight Control Systems, , ,"Describes the aerodynamic forces, moments and propulsive thrusts which act on fixed wing model aircraft. Stability, control, and flight performance characteristics are also investigated. Development of a system model and theoretical control algorithm tailored for the characteristics of a specific model airplane. Each student will use this knowledge to develop an embedded firmware-based control system to provide some autopilot features to a model airplane.",1,model,1,algorithm,0,
UNewBrunswick,CS3025,Human-Computer Interaction,biomedical, ,"Software design for interactive computing. Topics include: human-computer interaction principles, interface design guidelines, the design and execution of usability studies. The characteristics of various styles of interaction are explored. Emphasis is on user-oriented interfaces. Students design, implement, and perform a usability study on an interactive software application.",3,"human computer interaction, interface, user",0,,0,
UNewBrunswick,KIN3041,Disability Awareness,biomedical, ,"This course aims to introduce students to the issues and challenges faced by persons with disabilities by exploring: disability concepts from a social, medical and political perspective; the impacts of disability on the person, family unit and labor force; disability issues in movement activities, from daily living to sport and recreation skills. Disability awareness training includes an introduction to appropriate terminology, knowledge of specific disorders that cause disability, and experience working with disabled individuals in the community.",1,concept,0,,0,
UNewBrunswick,KIN3161,Human Factors in Ergonomic Design,biomedical, ,"This course introduces the physical, biomechanical, psycho-social and cognitive demands on workers in both office and industrial settings. Through lectures, student projects and review of current research, the role of proper human factors as a component of the improvement of health and well-being of the worker are explored. The understanding of human physical and psychological capabilities and limitations are incorporated in proper ergonomic design of the workplace environment.",1,component,0,,0,
UNewBrunswick,KIN4063,Biomechanical Instrumentation and Data Acquisition ,biomedical, ,"Introduces advanced concepts in instrumentation and data acquisition relevant to the area of human motion analysis. The student will be introduced to motion analysis systems, electromyographs, and force platforms through laboratory sessions. Emphasis will be placed on accuracy and reliability of equipment. Students will also be introduced to the Matlab programming language and various data analysis techniques in biomechanics (i.e. filtering, joint angle computation).",2,"concept, reliability",0,,0,
UNewBrunswick,KIN4161,Occupational Biomechanics,biomedical, ,"This course will examine topics in applied ergonomics and occupational biomechanics. Lectures will be used to present ergonomic assessment tools and present current research directives in the area of occupational biomechanics and prevention of workplace musculoskeletal injuries. Development of the skills required to identify occupational ergonomic concerns, perform biomechanical analyses of musculoskeletal demands and modifications of work tasks to reduce musculoskeletal demands will be emphasized through practical experiences.",1,ergonomics,0,,0,
